,node1,node2,label
501,51473,10170,1
502,10171,10170,1
503,51472,10170,1
504,47643,10170,1
505,48486,10170,1
506,29927,10170,1
507,10173,10170,1
508,10172,10171,1
509,10174,10171,1
510,10173,10171,1
511,10175,10171,1
512,10173,10172,1
513,11316,10172,1
514,10175,10172,1
515,10174,10172,1
516,11809,10172,1
517,73100,10172,1
518,127313,10173,1
519,10175,10173,1
520,10174,10173,1
521,127313,10174,1
522,10175,10174,1
523,76081,10175,1
524,30395,10178,1
525,27888,10178,1
526,68295,10178,1
527,68294,10178,1
528,11612,10182,1
529,11613,10182,1
530,10184,10183,1
531,13943,10183,1
532,13942,10183,1
533,10185,10183,1
534,10185,10184,1
535,53404,10184,1
536,44997,10184,1
537,17459,10184,1
538,44998,10184,1
539,52407,10187,1
540,10189,10187,1
541,53983,10187,1
542,96138,10187,1
543,53308,10187,1
544,53982,10187,1
545,14328,10187,1
546,57246,10187,1
547,17343,10187,1
548,10188,10187,1
549,23830,10187,1
550,24617,10187,1
551,52408,10187,1
552,10189,10188,1
553,16977,10188,1
554,17458,10188,1
555,17660,10188,1
556,53308,10188,1
557,48248,10188,1
558,57629,10188,1
559,48249,10188,1
560,10410,10188,1
561,14328,10188,1
562,21234,10189,1
563,93570,10189,1
564,93577,10189,1
565,93572,10189,1
566,21176,10189,1
567,48891,10189,1
568,18159,10189,1
569,53308,10189,1
570,10782,10189,1
571,28997,10189,1
572,91987,10189,1
573,14628,10189,1
574,57629,10189,1
575,16977,10189,1
576,48249,10189,1
577,93579,10189,1
578,30507,10189,1
579,93581,10189,1
580,93580,10189,1
581,93569,10189,1
582,93571,10189,1
583,79971,10189,1
584,14328,10189,1
585,93576,10189,1
586,48248,10189,1
587,42504,10189,1
588,25443,10189,1
589,10781,10189,1
590,93573,10189,1
591,10410,10189,1
592,93574,10189,1
593,75810,10189,1
594,93568,10189,1
595,93578,10189,1
596,93575,10189,1
597,93582,10189,1
598,10411,10189,1
599,25444,10189,1
600,72019,10189,1
601,43455,10189,1
602,10191,10190,1
603,10193,10192,1
604,96451,10194,1
605,10196,10194,1
606,44218,10194,1
607,96452,10194,1
608,10195,10194,1
609,53925,10194,1
610,12716,10195,1
611,77930,10195,1
612,55574,10195,1
613,10196,10195,1
614,13881,10195,1
615,45904,10195,1
616,30247,10195,1
617,53570,10195,1
618,20970,10195,1
619,53569,10195,1
620,12343,10195,1
621,53925,10195,1
622,53568,10195,1
623,47969,10196,1
624,47970,10196,1
625,16460,10196,1
626,13881,10196,1
627,22585,10196,1
628,53925,10196,1
629,53570,10196,1
630,45904,10196,1
631,55999,10196,1
632,77930,10196,1
633,96452,10196,1
634,99436,10196,1
635,96814,10196,1
636,15652,10196,1
637,97824,10196,1
638,15651,10196,1
639,12343,10196,1
640,50755,10196,1
641,44217,10196,1
642,99437,10196,1
643,96451,10196,1
644,12716,10196,1
645,101899,10196,1
646,10634,10196,1
647,20970,10196,1
648,15650,10196,1
649,53569,10196,1
650,55998,10196,1
651,30247,10196,1
652,16296,10196,1
653,44218,10196,1
654,53568,10196,1
655,55574,10196,1
656,10198,10197,1
657,25195,10198,1
658,20934,10198,1
659,45894,10198,1
660,45895,10198,1
661,28207,10198,1
662,26372,10198,1
663,42783,10198,1
664,10201,10199,1
665,10200,10199,1
666,22464,10199,1
667,10201,10200,1
668,19427,10201,1
669,18647,10201,1
670,22464,10201,1
671,19428,10201,1
672,10203,10202,1
673,10209,10206,1
674,10210,10206,1
675,10207,10206,1
676,10208,10206,1
677,10211,10206,1
678,10208,10207,1
679,10211,10207,1
680,10209,10207,1
681,10210,10207,1
682,115835,10208,1
683,130139,10208,1
684,10211,10208,1
685,49579,10208,1
686,10209,10208,1
687,127467,10208,1
688,10210,10208,1
689,10210,10209,1
690,10211,10209,1
691,10211,10210,1
692,76267,10212,1
693,10215,10214,1
694,10216,10214,1
695,10217,10214,1
696,10217,10215,1
697,10216,10215,1
698,52457,10216,1
699,52462,10216,1
700,52458,10216,1
701,52460,10216,1
702,52461,10216,1
703,10217,10216,1
704,52459,10216,1
705,13951,10217,1
706,52461,10217,1
707,52457,10217,1
708,52458,10217,1
709,10704,10217,1
710,18832,10217,1
711,10706,10217,1
712,52459,10217,1
713,13517,10217,1
714,52462,10217,1
715,13557,10217,1
716,52460,10217,1
717,10221,10220,1
718,10223,10222,1
719,91579,10223,1
720,46277,10223,1
721,79196,10223,1
722,46278,10223,1
723,79195,10223,1
724,73263,10223,1
725,77943,10223,1
726,95081,10223,1
727,42908,10223,1
728,77942,10223,1
729,74660,10224,1
730,94155,10224,1
731,47315,10224,1
732,97479,10224,1
733,17233,10224,1
734,74920,10224,1
735,17692,10224,1
736,74659,10224,1
737,74661,10224,1
738,97480,10224,1
739,99273,10224,1
740,13085,10224,1
741,69222,10224,1
742,78402,10224,1
743,25237,10224,1
744,99272,10224,1
745,95886,10224,1
746,42702,10224,1
747,17289,10226,1
748,68480,10226,1
749,22117,10229,1
750,22116,10229,1
751,11213,10229,1
752,10230,10229,1
753,43418,10229,1
754,28343,10230,1
755,115532,10230,1
756,22116,10230,1
757,119519,10230,1
758,43418,10230,1
759,26048,10230,1
760,27483,10230,1
761,14054,10230,1
762,56068,10230,1
763,30719,10230,1
764,11213,10230,1
765,22445,10230,1
766,115944,10230,1
767,30941,10230,1
768,119518,10230,1
769,68321,10230,1
770,10259,10230,1
771,22117,10230,1
772,10234,10231,1
773,10233,10231,1
774,10232,10231,1
775,10233,10232,1
776,10234,10232,1
777,10234,10233,1
778,10240,10239,1
779,97076,10241,1
780,97075,10241,1
781,10242,10241,1
782,11297,10243,1
783,10244,10243,1
784,99312,10243,1
785,11295,10243,1
786,10245,10243,1
787,12363,10244,1
788,93190,10244,1
789,10245,10244,1
790,10247,10246,1
791,14393,10247,1
792,14392,10247,1
793,74785,10247,1
794,70381,10247,1
795,75727,10247,1
796,43632,10247,1
797,75728,10247,1
798,75729,10247,1
799,11095,10247,1
800,17692,10247,1
801,119929,10247,1
802,75731,10247,1
803,11891,10247,1
804,75730,10247,1
805,77884,10248,1
806,13245,10248,1
807,75287,10248,1
808,127203,10253,1
809,25682,10253,1
810,122896,10253,1
811,21052,10254,1
812,20197,10254,1
813,18912,10254,1
814,18911,10254,1
815,21051,10254,1
816,10257,10256,1
817,25293,10258,1
818,24761,10258,1
819,116081,10258,1
820,20294,10258,1
821,21452,10258,1
822,14054,10259,1
823,20825,10259,1
824,20826,10259,1
825,57537,10259,1
826,26047,10259,1
827,10260,10259,1
828,55864,10259,1
829,24520,10259,1
830,30345,10259,1
831,30941,10259,1
832,55865,10259,1
833,48752,10259,1
834,11079,10259,1
835,115944,10259,1
836,55863,10259,1
837,20824,10259,1
838,26048,10259,1
839,56068,10259,1
840,57536,10259,1
841,11213,10259,1
842,115532,10259,1
843,131797,10260,1
844,53714,10260,1
845,45185,10260,1
846,21473,10260,1
847,96691,10260,1
848,96037,10260,1
849,49412,10260,1
850,95738,10260,1
851,21355,10260,1
852,96036,10260,1
853,49765,10260,1
854,96035,10260,1
855,19857,10260,1
856,17140,10260,1
857,27977,10260,1
858,25788,10260,1
859,130279,10261,1
860,94028,10261,1
861,76370,10261,1
862,130278,10261,1
863,21899,10261,1
864,130277,10261,1
865,10264,10262,1
866,10263,10262,1
867,10265,10262,1
868,11894,10263,1
869,10264,10263,1
870,10265,10263,1
871,10265,10264,1
872,44568,10266,1
873,16844,10266,1
874,10271,10269,1
875,131404,10269,1
876,10270,10269,1
877,131404,10270,1
878,48309,10270,1
879,10271,10270,1
880,101540,10270,1
881,17549,10270,1
882,17548,10270,1
883,42326,10270,1
884,131404,10271,1
885,70548,10272,1
886,70544,10272,1
887,76026,10272,1
888,70552,10272,1
889,70187,10272,1
890,93429,10272,1
891,42565,10272,1
892,10273,10272,1
893,119131,10272,1
894,70550,10272,1
895,70546,10272,1
896,119133,10272,1
897,91624,10272,1
898,119132,10272,1
899,70547,10272,1
900,70545,10272,1
901,70551,10272,1
902,47662,10272,1
903,93428,10272,1
904,70549,10272,1
905,119134,10272,1
906,11448,10272,1
907,92654,10272,1
908,70543,10272,1
909,92655,10272,1
910,11449,10272,1
911,11447,10272,1
912,94100,10272,1
913,92562,10272,1
914,18538,10273,1
915,70868,10273,1
916,73876,10273,1
917,54822,10273,1
918,91612,10274,1
919,91613,10274,1
920,79047,10274,1
921,11520,10274,1
922,91611,10274,1
923,10275,10274,1
924,91613,10275,1
925,91611,10275,1
926,91612,10275,1
927,11520,10275,1
928,53347,10279,1
929,25059,10279,1
930,12591,10279,1
931,12589,10279,1
932,44314,10279,1
933,47841,10279,1
934,42571,10280,1
935,13241,10280,1
936,79357,10280,1
937,29264,10281,1
938,12343,10281,1
939,15845,10281,1
940,29260,10281,1
941,29262,10281,1
942,25808,10281,1
943,115661,10281,1
944,25134,10281,1
945,29261,10281,1
946,29263,10281,1
947,12575,10282,1
948,20192,10282,1
949,102595,10282,1
950,23949,10282,1
951,23946,10282,1
952,10618,10282,1
953,16585,10282,1
954,23947,10282,1
955,102660,10282,1
956,10390,10282,1
957,47637,10282,1
958,55809,10282,1
959,101887,10282,1
960,10666,10282,1
961,23945,10282,1
962,47636,10282,1
963,56447,10282,1
964,96851,10282,1
965,24213,10282,1
966,47638,10282,1
967,23948,10282,1
968,23950,10282,1
969,28133,10282,1
970,24851,10282,1
971,124606,10282,1
972,47034,10282,1
973,56460,10282,1
974,29361,10282,1
975,124605,10282,1
976,13015,10282,1
977,26974,10283,1
978,26972,10283,1
979,26976,10283,1
980,10372,10283,1
981,11981,10283,1
982,15196,10283,1
983,26973,10283,1
984,15488,10283,1
985,26975,10283,1
986,10287,10286,1
987,26291,10287,1
988,18814,10287,1
989,68095,10287,1
990,15100,10287,1
991,24552,10287,1
992,19343,10287,1
993,131790,10287,1
994,11970,10287,1
995,18720,10287,1
996,12417,10287,1
997,14623,10287,1
998,53120,10287,1
999,11969,10287,1
1000,18722,10287,1
1001,15880,10287,1
1002,17593,10287,1
1003,18813,10287,1
1004,95443,10288,1
1005,70099,10288,1
1006,50236,10288,1
1007,95875,10288,1
1008,45218,10288,1
1009,124597,10288,1
1010,95874,10288,1
1011,75767,10288,1
1012,10290,10289,1
1013,10291,10289,1
1014,10291,10290,1
1015,71347,10293,1
1016,78210,10293,1
1017,13332,10293,1
1018,101532,10293,1
1019,98436,10293,1
1020,10295,10294,1
1021,45531,10296,1
1022,27295,10296,1
1023,68527,10296,1
1024,23430,10296,1
1025,27293,10296,1
1026,10297,10296,1
1027,94624,10296,1
1028,44419,10296,1
1029,127693,10296,1
1030,127694,10296,1
1031,27294,10296,1
1032,25403,10296,1
1033,27832,10297,1
1034,121451,10297,1
1035,121450,10297,1
1036,41335,10297,1
1037,26640,10297,1
1038,10302,10301,1
1039,131838,10304,1
1040,10307,10304,1
1041,10306,10304,1
1042,10305,10304,1
1043,10308,10304,1
1044,131838,10305,1
1045,10306,10305,1
1046,10307,10305,1
1047,10308,10305,1
1048,10308,10306,1
1049,10307,10306,1
1050,131838,10306,1
1051,10308,10307,1
1052,131838,10307,1
1053,22280,10308,1
1054,94530,10308,1
1055,10888,10308,1
1056,121726,10308,1
1057,25670,10308,1
1058,56934,10308,1
1059,25671,10308,1
1060,131980,10308,1
1061,12849,10308,1
1062,47494,10308,1
1063,131981,10308,1
1064,126312,10308,1
1065,10311,10309,1
1066,26467,10309,1
1067,26468,10309,1
1068,10310,10309,1
1069,10311,10310,1
1070,126234,10311,1
1071,126235,10311,1
1072,25039,10311,1
1073,25037,10311,1
1074,25038,10311,1
1075,15276,10313,1
1076,12897,10313,1
1077,56854,10313,1
1078,25730,10314,1
1079,10319,10318,1
1080,70868,10318,1
1081,114159,10318,1
1082,122530,10318,1
1083,10321,10320,1
1084,43903,10321,1
1085,120994,10321,1
1086,48523,10321,1
1087,114642,10322,1
1088,10323,10322,1
1089,26400,10322,1
1090,114643,10322,1
1091,26399,10322,1
1092,16114,10323,1
1093,21834,10323,1
1094,26399,10323,1
1095,26400,10323,1
1096,10331,10330,1
1097,10332,10330,1
1098,47833,10331,1
1099,47834,10331,1
1100,14905,10331,1
1101,57062,10331,1
1102,10332,10331,1
1103,47833,10332,1
1104,57062,10332,1
1105,14905,10332,1
1106,47834,10332,1
1107,26922,10333,1
1108,10339,10337,1
1109,10338,10337,1
1110,10339,10338,1
1111,10343,10340,1
1112,10341,10340,1
1113,10342,10340,1
1114,10344,10340,1
1115,10342,10341,1
1116,10343,10341,1
1117,10344,10341,1
1118,30100,10342,1
1119,30102,10342,1
1120,10344,10342,1
1121,19903,10342,1
1122,10343,10342,1
1123,30098,10342,1
1124,30099,10342,1
1125,27724,10342,1
1126,30101,10342,1
1127,19161,10343,1
1128,27724,10343,1
1129,14383,10343,1
1130,17545,10343,1
1131,10344,10343,1
1132,19160,10343,1
1133,14384,10343,1
1134,21477,10344,1
1135,21476,10344,1
1136,21475,10344,1
1137,14124,10344,1
1138,21480,10344,1
1139,19160,10344,1
1140,28159,10344,1
1141,19161,10344,1
1142,53027,10344,1
1143,21478,10344,1
1144,17545,10344,1
1145,53028,10344,1
1146,53025,10344,1
1147,14383,10344,1
1148,28158,10344,1
1149,53029,10344,1
1150,21479,10344,1
1151,53026,10344,1
1152,14384,10344,1
1153,27724,10344,1
1154,30099,10344,1
1155,28157,10344,1
1156,98791,10349,1
1157,44310,10349,1
1158,50724,10349,1
1159,73506,10349,1
1160,41816,10349,1
1161,10803,10349,1
1162,10804,10349,1
1163,24415,10349,1
1164,12553,10349,1
1165,41815,10349,1
1166,95503,10351,1
1167,95504,10351,1
1168,10352,10351,1
1169,75758,10351,1
1170,16162,10351,1
1171,21799,10351,1
1172,119176,10352,1
1173,119177,10352,1
1174,96755,10352,1
1175,56635,10352,1
1176,16165,10352,1
1177,16164,10352,1
1178,95503,10352,1
1179,49610,10352,1
1180,96754,10352,1
1181,16163,10352,1
1182,16162,10352,1
1183,96756,10352,1
1184,43246,10352,1
1185,49611,10352,1
1186,72681,10352,1
1187,95504,10352,1
1188,17805,10352,1
1189,16161,10352,1
1190,16166,10352,1
1191,72680,10352,1
1192,49612,10352,1
1193,10356,10355,1
1194,10362,10359,1
1195,10360,10359,1
1196,10361,10359,1
1197,10361,10360,1
1198,29736,10360,1
1199,10362,10360,1
1200,10362,10361,1
1201,29736,10361,1
1202,44695,10362,1
1203,99615,10362,1
1204,10365,10364,1
1205,27698,10365,1
1206,126177,10365,1
1207,28602,10365,1
1208,28815,10371,1
1209,23910,10371,1
1210,15196,10372,1
1211,26974,10372,1
1212,26972,10372,1
1213,11981,10372,1
1214,26975,10372,1
1215,15488,10372,1
1216,26976,10372,1
1217,26973,10372,1
1218,10381,10380,1
1219,53284,10381,1
1220,15167,10381,1
1221,14233,10381,1
1222,21257,10381,1
1223,47444,10381,1
1224,15896,10381,1
1225,12532,10381,1
1226,20972,10381,1
1227,51847,10381,1
1228,12589,10381,1
1229,53282,10381,1
1230,25204,10381,1
1231,18460,10381,1
1232,50649,10381,1
1233,45868,10381,1
1234,48524,10381,1
1235,10881,10381,1
1236,20603,10381,1
1237,44259,10381,1
1238,53311,10381,1
1239,12944,10381,1
1240,12533,10381,1
1241,21922,10381,1
1242,19504,10381,1
1243,14234,10381,1
1244,53278,10381,1
1245,53283,10381,1
1246,56126,10381,1
1247,100161,10381,1
1248,100165,10381,1
1249,53280,10381,1
1250,28353,10381,1
1251,100163,10381,1
1252,53281,10381,1
1253,53279,10381,1
1254,19507,10381,1
1255,28352,10381,1
1256,51848,10381,1
1257,21556,10381,1
1258,52233,10381,1
1259,54083,10381,1
1260,47443,10381,1
1261,69717,10381,1
1262,100162,10381,1
1263,95757,10381,1
1264,99301,10381,1
1265,21557,10381,1
1266,18461,10381,1
1267,69718,10381,1
1268,23807,10381,1
1269,19503,10381,1
1270,23437,10381,1
1271,28354,10381,1
1272,100164,10381,1
1273,99304,10381,1
1274,53139,10381,1
1275,43870,10381,1
1276,53285,10381,1
1277,99303,10381,1
1278,99302,10381,1
1279,45871,10381,1
1280,10879,10381,1
1281,20973,10381,1
1282,15895,10381,1
1283,47445,10381,1
1284,69427,10381,1
1285,16167,10381,1
1286,29354,10381,1
1287,68999,10381,1
1288,10384,10382,1
1289,10383,10382,1
1290,15281,10382,1
1291,10384,10383,1
1292,15281,10383,1
1293,41760,10387,1
1294,70614,10387,1
1295,101128,10388,1
1296,101129,10388,1
1297,10543,10388,1
1298,24213,10390,1
1299,23950,10390,1
1300,23949,10390,1
1301,96851,10390,1
1302,20192,10390,1
1303,16585,10390,1
1304,101887,10390,1
1305,29361,10390,1
1306,10393,10392,1
1307,13296,10394,1
1308,10395,10394,1
1309,79078,10394,1
1310,70380,10394,1
1311,79971,10394,1
1312,79079,10394,1
1313,10636,10394,1
1314,79074,10394,1
1315,79076,10394,1
1316,72103,10394,1
1317,79075,10394,1
1318,78891,10394,1
1319,79972,10394,1
1320,13103,10394,1
1321,74579,10394,1
1322,12212,10394,1
1323,79077,10394,1
1324,80180,10394,1
1325,12212,10395,1
1326,10636,10395,1
1327,77758,10395,1
1328,19421,10398,1
1329,25894,10398,1
1330,25895,10398,1
1331,25891,10398,1
1332,25896,10398,1
1333,25892,10398,1
1334,25893,10398,1
1335,54082,10399,1
1336,30247,10399,1
1337,114968,10399,1
1338,10517,10399,1
1339,29924,10399,1
1340,14946,10399,1
1341,18951,10399,1
1342,131136,10399,1
1343,12717,10399,1
1344,10402,10401,1
1345,10403,10401,1
1346,46336,10401,1
1347,15728,10402,1
1348,41842,10402,1
1349,46336,10402,1
1350,50013,10402,1
1351,10403,10402,1
1352,50012,10402,1
1353,14207,10402,1
1354,121272,10403,1
1355,93432,10403,1
1356,10409,10404,1
1357,10408,10404,1
1358,10407,10404,1
1359,17517,10404,1
1360,10405,10404,1
1361,45255,10404,1
